;gauge_ID;issue_date;issue_time;fc_date;fc_value
0;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-07;238.51535034179688
1;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-08;247.5057830810547
2;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-09;249.6937713623047
3;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-10;255.61366271972656
4;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-11;272.2684631347656
5;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-12;285.6868591308594
6;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-13;302.5498962402344
7;hybas_1120641660;2024-07-08;2024-07-08 13:54:03.433896+00:00;2024-07-14;313.82891845703125
8;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-08;244.85337829589844
9;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-09;253.85789489746094
10;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-10;269.2684326171875
11;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-11;281.1115417480469
12;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-12;295.1206970214844
13;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-13;312.478515625
14;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-14;323.5099792480469
15;hybas_1120641660;2024-07-09;2024-07-09 13:45:08.987295+00:00;2024-07-15;328.6898498535156
16;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-09;241.8552703857422
17;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-10;266.73895263671875
18;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-11;285.378662109375
19;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-12;285.2554626464844
20;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-13;310.9736328125
21;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-14;314.674560546875
22;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-15;322.0340576171875
23;hybas_1120641660;2024-07-10;2024-07-10 13:59:11.019889+00:00;2024-07-16;333.4697570800781
24;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-10;277.41455078125
25;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-11;293.2138671875
26;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-12;298.6215515136719
27;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-13;321.6434631347656
28;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-14;327.1797180175781
29;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-15;333.5562744140625
30;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-16;345.70184326171875
31;hybas_1120641660;2024-07-11;2024-07-11 15:47:26.299191+00:00;2024-07-17;358.5070495605469
32;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-11;291.0282897949219
33;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-12;301.0065002441406
34;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-13;317.8101806640625
35;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-14;325.6731262207031
36;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-15;332.1789245605469
37;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-16;343.6086120605469
38;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-17;355.8464050292969
39;hybas_1120641660;2024-07-12;2024-07-12 14:05:47.931856+00:00;2024-07-18;360.28363037109375
40;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-12;298.5093994140625
41;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-13;309.83880615234375
42;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-14;319.4345703125
43;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-15;329.8805847167969
44;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-16;339.7640380859375
45;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-17;352.861572265625
46;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-18;358.88616943359375
47;hybas_1120641660;2024-07-13;2024-07-13 13:45:40.275228+00:00;2024-07-19;374.5177001953125
48;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-13;306.843994140625
49;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-14;319.3282470703125
50;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-15;332.6842956542969
51;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-16;346.53521728515625
52;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-17;359.6043701171875
53;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-18;361.4586181640625
54;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-19;371.9415588378906
55;hybas_1120641660;2024-07-14;2024-07-14 14:04:28.251951+00:00;2024-07-20;383.8087158203125
56;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-14;315.64019775390625
57;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-15;330.6041259765625
58;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-16;346.3770751953125
59;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-17;367.1000671386719
60;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-18;371.4569396972656
61;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-19;382.02789306640625
62;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-20;400.6368408203125
63;hybas_1120641660;2024-07-15;2024-07-15 13:47:23.654483+00:00;2024-07-21;417.9777526855469
64;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-15;325.9089050292969
65;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-16;349.8472595214844
66;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-17;363.36444091796875
67;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-18;363.9745178222656
68;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-19;370.35931396484375
69;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-20;380.294677734375
70;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-21;407.346435546875
71;hybas_1120641660;2024-07-16;2024-07-16 14:06:53.062167+00:00;2024-07-22;438.2483825683594
72;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-16;347.8005065917969
73;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-17;362.0135498046875
74;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-18;361.120849609375
75;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-19;367.4090881347656
76;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-20;380.39959716796875
77;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-21;405.3447265625
78;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-22;421.6063537597656
79;hybas_1120641660;2024-07-17;2024-07-17 13:56:59.125958+00:00;2024-07-23;446.00482177734375
80;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-17;352.801513671875
81;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-18;368.06341552734375
82;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-19;380.1934814453125
83;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-20;399.6338806152344
84;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-21;429.4665832519531
85;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-22;446.72784423828125
86;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-23;449.5177307128906
87;hybas_1120641660;2024-07-18;2024-07-18 14:10:17.710665+00:00;2024-07-24;474.0450439453125
88;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-18;369.55029296875
89;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-19;381.8033752441406
90;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-20;409.632080078125
91;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-21;431.5527648925781
92;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-22;439.1817626953125
93;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-23;447.6645202636719
94;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-24;463.06719970703125
95;hybas_1120641660;2024-07-19;2024-07-19 14:01:43.360016+00:00;2024-07-25;480.5659484863281
96;hybas_1120641660;2024-07-20;2024-07-20 13:49:27.867337+00:00;2024-07-19;384.7940673828125
